ensembl_gene_id,Gene_name,ensembl_gene_id_version
ENSG00000147669,POLR2K,ENSG00000147669.11
ENSG00000147676,MAL2,ENSG00000147676.14
ENSG00000147679,UTP23,ENSG00000147679.12
ENSG00000147684,NDUFB9,ENSG00000147684.10
ENSG00000147687,TATDN1,ENSG00000147687.19
ENSG00000147724,FAM135B,ENSG00000147724.12
ENSG00000147753,TTTY7,ENSG00000147753.9
ENSG00000147761,TTTY7B,ENSG00000147761.8
ENSG00000147804,SLC39A4,ENSG00000147804.10
ENSG00000147813,NAPRT,ENSG00000147813.16
ENSG00000147853,AK3,ENSG00000147853.17
ENSG00000147854,UHRF2,ENSG00000147854.17
ENSG00000147869,CER1,ENSG00000147869.5
ENSG00000147872,PLIN2,ENSG00000147872.10
ENSG00000147874,HAUS6,ENSG00000147874.11
ENSG00000147883,CDKN2B,ENSG00000147883.12
ENSG00000147885,IFNA16,ENSG00000147885.4
ENSG00000147889,CDKN2A,ENSG00000147889.18
ENSG00000147894,C9orf72,ENSG00000147894.17
ENSG00000147905,ZCCHC7,ENSG00000147905.18
ENSG00000147912,FBXO10,ENSG00000147912.13
ENSG00000148019,CEP78,ENSG00000148019.14
ENSG00000148057,IDNK,ENSG00000148057.16
ENSG00000148082,SHC3,ENSG00000148082.10
ENSG00000148090,AUH,ENSG00000148090.12
ENSG00000148123,PLPPR1,ENSG00000148123.15
ENSG00000148136,OR13C4,ENSG00000148136.5
ENSG00000148143,ZNF462,ENSG00000148143.13
ENSG00000148153,INIP,ENSG00000148153.14
ENSG00000148154,UGCG,ENSG00000148154.10
ENSG00000148156,ACTL7B,ENSG00000148156.8
ENSG00000148158,SNX30,ENSG00000148158.17
ENSG00000148175,STOM,ENSG00000148175.13
ENSG00000148187,MRRF,ENSG00000148187.18
ENSG00000148200,NR6A1,ENSG00000148200.17
ENSG00000148204,CRB2,ENSG00000148204.12
ENSG00000148215,OR5C1,ENSG00000148215.4
ENSG00000148218,ALAD,ENSG00000148218.16
ENSG00000148229,POLE3,ENSG00000148229.13
ENSG00000148248,SURF4,ENSG00000148248.14
ENSG00000148288,GBGT1,ENSG00000148288.13
ENSG00000148290,SURF1,ENSG00000148290.10
ENSG00000148291,SURF2,ENSG00000148291.10
ENSG00000148296,SURF6,ENSG00000148296.7
ENSG00000148297,MED22,ENSG00000148297.16
ENSG00000148300,REXO4,ENSG00000148300.12
ENSG00000148303,RPL7A,ENSG00000148303.17
ENSG00000148308,GTF3C5,ENSG00000148308.18
ENSG00000148331,ASB6,ENSG00000148331.12
ENSG00000148334,PTGES2,ENSG00000148334.16
ENSG00000148335,NTMT1,ENSG00000148335.15
ENSG00000148341,SH3GLB2,ENSG00000148341.18
ENSG00000148344,PTGES,ENSG00000148344.11
ENSG00000148346,LCN2,ENSG00000148346.12
ENSG00000148362,PAXX,ENSG00000148362.11
ENSG00000148377,IDI2,ENSG00000148377.6
ENSG00000148384,INPP5E,ENSG00000148384.14
ENSG00000148399,DPH7,ENSG00000148399.13
ENSG00000148411,NACC2,ENSG00000148411.8
ENSG00000148444,COMMD3,ENSG00000148444.16
ENSG00000148450,MSRB2,ENSG00000148450.13
ENSG00000148459,PDSS1,ENSG00000148459.16
ENSG00000148468,FAM171A1,ENSG00000148468.17
ENSG00000148481,MINDY3,ENSG00000148481.14
ENSG00000148482,SLC39A12,ENSG00000148482.12
ENSG00000148483,TMEM236,ENSG00000148483.9
ENSG00000148484,RSU1,ENSG00000148484.18
ENSG00000148488,ST8SIA6,ENSG00000148488.17
ENSG00000148541,FAM13C,ENSG00000148541.13
ENSG00000148572,NRBF2,ENSG00000148572.16
ENSG00000148600,CDHR1,ENSG00000148600.15
ENSG00000148602,LRIT1,ENSG00000148602.6
ENSG00000148604,RGR,ENSG00000148604.15
ENSG00000148634,HERC4,ENSG00000148634.16
ENSG00000148671,ADIRF,ENSG00000148671.14
ENSG00000148677,ANKRD1,ENSG00000148677.7
ENSG00000148680,HTR7,ENSG00000148680.16
ENSG00000148688,RPP30,ENSG00000148688.14
ENSG00000148690,FRA10AC1,ENSG00000148690.12
ENSG00000148700,ADD3,ENSG00000148700.15
ENSG00000148702,HABP2,ENSG00000148702.15
ENSG00000148704,VAX1,ENSG00000148704.13
ENSG00000148730,EIF4EBP2,ENSG00000148730.7
ENSG00000148734,NPFFR1,ENSG00000148734.8
ENSG00000148773,MKI67,ENSG00000148773.14
ENSG00000148795,CYP17A1,ENSG00000148795.7
ENSG00000148798,INA,ENSG00000148798.11
ENSG00000148803,FUOM,ENSG00000148803.12
ENSG00000148814,LRRC27,ENSG00000148814.18
ENSG00000148824,MTG1,ENSG00000148824.19
ENSG00000148826,NKX6-2,ENSG00000148826.9
ENSG00000148832,PAOX,ENSG00000148832.16
ENSG00000148834,GSTO1,ENSG00000148834.13
ENSG00000148840,PPRC1,ENSG00000148840.11
ENSG00000148841,ITPRIP,ENSG00000148841.17
ENSG00000148842,CNNM2,ENSG00000148842.18
ENSG00000148843,PDCD11,ENSG00000148843.15
ENSG00000148908,RGS10,ENSG00000148908.15
ENSG00000148925,BTBD10,ENSG00000148925.11
ENSG00000148926,ADM,ENSG00000148926.10
ENSG00000148942,SLC5A12,ENSG00000148942.15
ENSG00000148943,LIN7C,ENSG00000148943.12
ENSG00000148948,LRRC4C,ENSG00000148948.8
ENSG00000148950,IMMP1L,ENSG00000148950.11
ENSG00000148965,SAA4,ENSG00000148965.10
ENSG00000148985,PGAP2,ENSG00000148985.20
ENSG00000149016,TUT1,ENSG00000149016.16
ENSG00000149021,SCGB1A1,ENSG00000149021.7
ENSG00000149050,ZNF214,ENSG00000149050.10
ENSG00000149054,ZNF215,ENSG00000149054.16
ENSG00000149084,HSD17B12,ENSG00000149084.13
ENSG00000149089,APIP,ENSG00000149089.13
ENSG00000149091,DGKZ,ENSG00000149091.15
ENSG00000149100,EIF3M,ENSG00000149100.13
ENSG00000149115,TNKS1BP1,ENSG00000149115.14
ENSG00000149124,GLYAT,ENSG00000149124.11
ENSG00000149131,SERPING1,ENSG00000149131.17
ENSG00000149133,OR5F1,ENSG00000149133.1
ENSG00000149136,SSRP1,ENSG00000149136.9
ENSG00000149150,SLC43A1,ENSG00000149150.9
ENSG00000149179,CSTPP1,ENSG00000149179.14
ENSG00000149182,ARFGAP2,ENSG00000149182.15
ENSG00000149201,CCDC81,ENSG00000149201.10
ENSG00000149212,SESN3,ENSG00000149212.12
ENSG00000149218,ENDOD1,ENSG00000149218.5
ENSG00000149256,TENM4,ENSG00000149256.16
ENSG00000149257,SERPINH1,ENSG00000149257.16
ENSG00000149260,CAPN5,ENSG00000149260.18
ENSG00000149269,PAK1,ENSG00000149269.10
ENSG00000149273,RPS3,ENSG00000149273.15
ENSG00000149289,ZC3H12C,ENSG00000149289.11
ENSG00000149292,TTC12,ENSG00000149292.17
ENSG00000149295,DRD2,ENSG00000149295.14
ENSG00000149300,C11orf52,ENSG00000149300.10
ENSG00000149308,NPAT,ENSG00000149308.17
ENSG00000149313,AASDHPPT,ENSG00000149313.11
ENSG00000149346,SLX4IP,ENSG00000149346.15
ENSG00000149357,LAMTOR1,ENSG00000149357.10
ENSG00000149380,P4HA3,ENSG00000149380.12
ENSG00000149403,GRIK4,ENSG00000149403.13
ENSG00000149418,ST14,ENSG00000149418.11
ENSG00000149435,GGTLC1,ENSG00000149435.12
ENSG00000149443,SCP2D1-AS1,ENSG00000149443.7
ENSG00000149452,SLC22A8,ENSG00000149452.16
ENSG00000149476,TKFC,ENSG00000149476.16
ENSG00000149480,MTA2,ENSG00000149480.7
ENSG00000149485,FADS1,ENSG00000149485.19
ENSG00000149489,ROM1,ENSG00000149489.9
ENSG00000149499,EML3,ENSG00000149499.12
ENSG00000149503,INCENP,ENSG00000149503.13
ENSG00000149507,OOSP2,ENSG00000149507.7
ENSG00000149527,PLCH2,ENSG00000149527.18
ENSG00000149531,FRG1BP,ENSG00000149531.15
ENSG00000149532,CPSF7,ENSG00000149532.16
ENSG00000149534,MS4A2,ENSG00000149534.9
ENSG00000149541,B3GAT3,ENSG00000149541.10
ENSG00000149547,EI24,ENSG00000149547.15
ENSG00000149548,CCDC15,ENSG00000149548.15
ENSG00000149557,FEZ1,ENSG00000149557.14
ENSG00000149564,ESAM,ENSG00000149564.12
ENSG00000149571,KIRREL3,ENSG00000149571.12
ENSG00000149573,MPZL2,ENSG00000149573.9
ENSG00000149575,SCN2B,ENSG00000149575.9
ENSG00000149582,TMEM25,ENSG00000149582.16
ENSG00000149591,TAGLN,ENSG00000149591.17
ENSG00000149596,JPH2,ENSG00000149596.7
ENSG00000149600,COMMD7,ENSG00000149600.12
ENSG00000149609,C20orf144,ENSG00000149609.6
ENSG00000149633,KIAA1755,ENSG00000149633.12
ENSG00000149635,OCSTAMP,ENSG00000149635.3
ENSG00000149636,DSN1,ENSG00000149636.16
ENSG00000149639,SOGA1,ENSG00000149639.15
ENSG00000149646,CNBD2,ENSG00000149646.12
ENSG00000149651,SPINT4,ENSG00000149651.4
ENSG00000149654,CDH22,ENSG00000149654.11
ENSG00000149657,LSM14B,ENSG00000149657.20
ENSG00000149658,YTHDF1,ENSG00000149658.18
ENSG00000149716,LTO1,ENSG00000149716.13
ENSG00000149735,GPHA2,ENSG00000149735.7
ENSG00000149742,SLC22A9,ENSG00000149742.10
ENSG00000149743,TRPT1,ENSG00000149743.14
ENSG00000149761,NUDT22,ENSG00000149761.9
ENSG00000149782,PLCB3,ENSG00000149782.13
ENSG00000149792,MRPL49,ENSG00000149792.9
ENSG00000149798,CDC42EP2,ENSG00000149798.5
ENSG00000149806,FAU,ENSG00000149806.11
ENSG00000149923,PPP4C,ENSG00000149923.14
ENSG00000149925,ALDOA,ENSG00000149925.22
ENSG00000149927,DOC2A,ENSG00000149927.18
ENSG00000149929,HIRIP3,ENSG00000149929.16
ENSG00000149930,TAOK2,ENSG00000149930.18
ENSG00000149932,TMEM219,ENSG00000149932.17
ENSG00000149948,HMGA2,ENSG00000149948.14
ENSG00000149968,MMP3,ENSG00000149968.12
ENSG00000149970,CNKSR2,ENSG00000149970.16
ENSG00000150045,KLRF1,ENSG00000150045.12
ENSG00000150048,CLEC1A,ENSG00000150048.10
ENSG00000150051,MKX,ENSG00000150051.14
ENSG00000150093,ITGB1,ENSG00000150093.20
ENSG00000150201,FXYD4,ENSG00000150201.15
ENSG00000150244,TRIM48,ENSG00000150244.12
ENSG00000150269,OR5M9,ENSG00000150269.1
ENSG00000150276,PPIAP26,ENSG00000150276.8
ENSG00000150281,CTF1,ENSG00000150281.7
ENSG00000150316,CWC15,ENSG00000150316.12
ENSG00000150361,KLHL1,ENSG00000150361.12
ENSG00000150394,CDH8,ENSG00000150394.14
ENSG00000150401,DCUN1D2,ENSG00000150401.15
ENSG00000150403,TMCO3,ENSG00000150403.18
ENSG00000150456,EEF1AKMT1,ENSG00000150456.11
ENSG00000150457,LATS2,ENSG00000150457.9
ENSG00000150477,KIAA1328,ENSG00000150477.15
ENSG00000150510,FAM124A,ENSG00000150510.17
ENSG00000150540,HNMT,ENSG00000150540.14
ENSG00000150551,LYPD1,ENSG00000150551.11
ENSG00000150556,LYPD6B,ENSG00000150556.17
ENSG00000150593,PDCD4,ENSG00000150593.18
ENSG00000150594,ADRA2A,ENSG00000150594.7
ENSG00000150627,WDR17,ENSG00000150627.16
ENSG00000150628,SPATA4,ENSG00000150628.7
ENSG00000150630,VEGFC,ENSG00000150630.4
ENSG00000150636,CCDC102B,ENSG00000150636.17
ENSG00000150637,CD226,ENSG00000150637.9
ENSG00000150656,CNDP1,ENSG00000150656.15
ENSG00000150667,FSIP1,ENSG00000150667.8
ENSG00000150676,CCDC83,ENSG00000150676.13
ENSG00000150681,RGS18,ENSG00000150681.10
ENSG00000150687,PRSS23,ENSG00000150687.12
ENSG00000150712,MTMR12,ENSG00000150712.11
ENSG00000150732,unknown,ENSG00000150732.8
ENSG00000150753,CCT5,ENSG00000150753.12
ENSG00000150756,ATPSCKMT,ENSG00000150756.14
ENSG00000150760,DOCK1,ENSG00000150760.13
ENSG00000150764,DIXDC1,ENSG00000150764.14
ENSG00000150776,NKAPD1,ENSG00000150776.18
ENSG00000150779,TIMM8B,ENSG00000150779.12
ENSG00000150782,IL18,ENSG00000150782.12
ENSG00000150783,TEX12,ENSG00000150783.10
ENSG00000150787,PTS,ENSG00000150787.8
ENSG00000150867,PIP4K2A,ENSG00000150867.14
ENSG00000150873,C2orf50,ENSG00000150873.12
ENSG00000150893,FREM2,ENSG00000150893.11
ENSG00000150907,FOXO1,ENSG00000150907.10
ENSG00000150938,CRIM1,ENSG00000150938.10
ENSG00000150961,SEC24D,ENSG00000150961.15
ENSG00000151005,TKTL2,ENSG00000151005.5
ENSG00000151012,SLC7A11,ENSG00000151012.13
ENSG00000151014,NOCT,ENSG00000151014.6
ENSG00000151023,ENKUR,ENSG00000151023.17
ENSG00000151025,GPR158,ENSG00000151025.11
ENSG00000151033,LYZL2,ENSG00000151033.10
ENSG00000151062,CACNA2D4,ENSG00000151062.15
ENSG00000151065,DCP1B,ENSG00000151065.14
ENSG00000151090,THRB,ENSG00000151090.20
ENSG00000151092,NGLY1,ENSG00000151092.18
ENSG00000151093,OXSM,ENSG00000151093.8
ENSG00000151116,UEVLD,ENSG00000151116.17
ENSG00000151117,TMEM86A,ENSG00000151117.9
ENSG00000151131,NOPCHAP1,ENSG00000151131.11
ENSG00000151135,TMEM263,ENSG00000151135.10
ENSG00000151136,ABTB3,ENSG00000151136.15
ENSG00000151148,UBE3B,ENSG00000151148.14
ENSG00000151150,ANK3,ENSG00000151150.22
ENSG00000151151,IPMK,ENSG00000151151.6
ENSG00000151164,RAD9B,ENSG00000151164.19
ENSG00000151176,PLBD2,ENSG00000151176.8
ENSG00000151208,DLG5,ENSG00000151208.17
ENSG00000151224,MAT1A,ENSG00000151224.13
ENSG00000151229,SLC2A13,ENSG00000151229.13
ENSG00000151233,GXYLT1,ENSG00000151233.11
ENSG00000151239,TWF1,ENSG00000151239.14
ENSG00000151287,TEX30,ENSG00000151287.17
ENSG00000151303,unknown,ENSG00000151303.11
ENSG00000151304,SRFBP1,ENSG00000151304.6
ENSG00000151320,AKAP6,ENSG00000151320.11
ENSG00000151353,TMEM18,ENSG00000151353.15
ENSG00000151360,ALLC,ENSG00000151360.10
ENSG00000151364,KCTD14,ENSG00000151364.17
ENSG00000151365,THRSP,ENSG00000151365.2
ENSG00000151366,NDUFC2,ENSG00000151366.13
ENSG00000151379,MSGN1,ENSG00000151379.4
ENSG00000151388,ADAMTS12,ENSG00000151388.11
ENSG00000151413,NUBPL,ENSG00000151413.17
ENSG00000151414,NEK7,ENSG00000151414.15
ENSG00000151418,ATP6V1G3,ENSG00000151418.12
ENSG00000151445,VIPAS39,ENSG00000151445.16
ENSG00000151458,ANKRD50,ENSG00000151458.12
ENSG00000151461,UPF2,ENSG00000151461.20
ENSG00000151465,CDC123,ENSG00000151465.14
ENSG00000151466,SCLT1,ENSG00000151466.12
ENSG00000151468,CCDC3,ENSG00000151468.11
ENSG00000151470,C4orf33,ENSG00000151470.13
ENSG00000151474,FRMD4A,ENSG00000151474.23
ENSG00000151475,SLC25A31,ENSG00000151475.6
ENSG00000151490,PTPRO,ENSG00000151490.15
ENSG00000151491,EPS8,ENSG00000151491.14
ENSG00000151498,ACAD8,ENSG00000151498.12
ENSG00000151500,THYN1,ENSG00000151500.15
ENSG00000151502,VPS26B,ENSG00000151502.11
ENSG00000151572,ANO4,ENSG00000151572.18
ENSG00000151576,QTRT2,ENSG00000151576.10
ENSG00000151612,ZNF827,ENSG00000151612.18
ENSG00000151615,POU4F2,ENSG00000151615.3
ENSG00000151617,EDNRA,ENSG00000151617.17
ENSG00000151623,NR3C2,ENSG00000151623.15
ENSG00000151631,AKR1C6P,ENSG00000151631.8
ENSG00000151640,DPYSL4,ENSG00000151640.13
ENSG00000151650,VENTX,ENSG00000151650.8
ENSG00000151651,ADAM8,ENSG00000151651.16
ENSG00000151655,ITIH2,ENSG00000151655.19
ENSG00000151657,KIN,ENSG00000151657.12
ENSG00000151665,PIGF,ENSG00000151665.13
ENSG00000151689,INPP1,ENSG00000151689.13
ENSG00000151690,MFSD6,ENSG00000151690.15
ENSG00000151692,RNF144A,ENSG00000151692.15
ENSG00000151693,ASAP2,ENSG00000151693.11
ENSG00000151704,KCNJ1,ENSG00000151704.16
ENSG00000151715,TMEM45B,ENSG00000151715.8
ENSG00000151718,WWC2,ENSG00000151718.16
ENSG00000151725,CENPU,ENSG00000151725.12
ENSG00000151729,SLC25A4,ENSG00000151729.11
ENSG00000151743,AMN1,ENSG00000151743.11
ENSG00000151746,BICD1,ENSG00000151746.15
ENSG00000151748,SAV1,ENSG00000151748.15
ENSG00000151773,CCDC122,ENSG00000151773.13
ENSG00000151778,SERP2,ENSG00000151778.11
ENSG00000151790,TDO2,ENSG00000151790.9
ENSG00000151806,GUF1,ENSG00000151806.14
ENSG00000151812,SLC35F4,ENSG00000151812.15
ENSG00000151834,GABRA2,ENSG00000151834.16
ENSG00000151838,CCDC175,ENSG00000151838.12
ENSG00000151876,FBXO4,ENSG00000151876.13
ENSG00000151881,TMEM267,ENSG00000151881.15
ENSG00000151882,CCL28,ENSG00000151882.11
ENSG00000151893,CACUL1,ENSG00000151893.15
ENSG00000151917,BEND6,ENSG00000151917.18
ENSG00000151929,BAG3,ENSG00000151929.10
ENSG00000151948,GLT1D1,ENSG00000151948.12
ENSG00000151952,TMEM132D,ENSG00000151952.16
ENSG00000151962,RBM46,ENSG00000151962.8
ENSG00000151963,ZNF37CP,ENSG00000151963.4
ENSG00000151967,SCHIP1,ENSG00000151967.18
ENSG00000152034,MCHR2,ENSG00000152034.11
ENSG00000152076,CCDC74B,ENSG00000152076.19
ENSG00000152078,TLCD4,ENSG00000152078.10
ENSG00000152082,MZT2B,ENSG00000152082.15
ENSG00000152086,TUBA3E,ENSG00000152086.9
ENSG00000152092,ASTN1,ENSG00000152092.16
ENSG00000152093,CFC1B,ENSG00000152093.8
ENSG00000152102,FAM168B,ENSG00000152102.18
ENSG00000152104,PTPN14,ENSG00000152104.12
ENSG00000152127,MGAT5,ENSG00000152127.9
ENSG00000152128,TMEM163,ENSG00000152128.13
ENSG00000152137,HSPB8,ENSG00000152137.8
ENSG00000152147,GEMIN6,ENSG00000152147.11
ENSG00000152192,POU4F1,ENSG00000152192.8
ENSG00000152193,OBI1,ENSG00000152193.8
ENSG00000152208,GRID2,ENSG00000152208.13
ENSG00000152213,ARL11,ENSG00000152213.4
ENSG00000152214,RIT2,ENSG00000152214.14
ENSG00000152217,SETBP1,ENSG00000152217.20
ENSG00000152219,ARL14EP,ENSG00000152219.5
ENSG00000152229,PSTPIP2,ENSG00000152229.18
ENSG00000152234,ATP5F1A,ENSG00000152234.16
ENSG00000152240,HAUS1,ENSG00000152240.13
ENSG00000152242,ARK2N,ENSG00000152242.11
ENSG00000152253,SPC25,ENSG00000152253.9
ENSG00000152254,G6PC2,ENSG00000152254.11
ENSG00000152256,PDK1,ENSG00000152256.14
ENSG00000152266,PTH,ENSG00000152266.7
ENSG00000152270,PDE3B,ENSG00000152270.9
ENSG00000152284,TCF7L1,ENSG00000152284.5
ENSG00000152315,KCNK13,ENSG00000152315.5
ENSG00000152332,UHMK1,ENSG00000152332.16
ENSG00000152348,ATG10,ENSG00000152348.16
ENSG00000152359,POC5,ENSG00000152359.15
ENSG00000152380,FAM151B,ENSG00000152380.10
ENSG00000152382,TADA1,ENSG00000152382.6
ENSG00000152402,GUCY1A2,ENSG00000152402.11
ENSG00000152409,JMY,ENSG00000152409.9
ENSG00000152413,HOMER1,ENSG00000152413.15
ENSG00000152422,XRCC4,ENSG00000152422.16
ENSG00000152433,ZNF547,ENSG00000152433.15
ENSG00000152439,ZNF773,ENSG00000152439.13
ENSG00000152443,ZNF776,ENSG00000152443.13
ENSG00000152454,ZNF256,ENSG00000152454.4
ENSG00000152455,SUV39H2,ENSG00000152455.16
ENSG00000152463,OLAH,ENSG00000152463.15
ENSG00000152464,RPP38,ENSG00000152464.15
ENSG00000152465,NMT2,ENSG00000152465.18
ENSG00000152467,ZSCAN1,ENSG00000152467.10
ENSG00000152475,ZNF837,ENSG00000152475.7
ENSG00000152484,USP12,ENSG00000152484.14
ENSG00000152492,CCDC50,ENSG00000152492.15
ENSG00000152495,CAMK4,ENSG00000152495.11
ENSG00000152503,TRIM36,ENSG00000152503.10
ENSG00000152518,ZFP36L2,ENSG00000152518.8
ENSG00000152520,PAN3,ENSG00000152520.14
ENSG00000152527,PLEKHH2,ENSG00000152527.14
ENSG00000152556,PFKM,ENSG00000152556.17
ENSG00000152558,TMEM123,ENSG00000152558.15
ENSG00000152582,SPEF2,ENSG00000152582.14
ENSG00000152591,DSPP,ENSG00000152591.15
ENSG00000152611,CAPSL,ENSG00000152611.12
ENSG00000152620,NADK2,ENSG00000152620.13
ENSG00000152642,GPD1L,ENSG00000152642.11
ENSG00000152661,GJA1,ENSG00000152661.9
ENSG00000152669,CCNO,ENSG00000152669.9
ENSG00000152670,DDX4,ENSG00000152670.19
ENSG00000152672,CLEC4F,ENSG00000152672.8
ENSG00000152683,SLC30A6,ENSG00000152683.14
ENSG00000152684,PELO,ENSG00000152684.11
ENSG00000152689,RASGRP3,ENSG00000152689.18
ENSG00000152700,SAR1B,ENSG00000152700.14
ENSG00000152705,CATSPER3,ENSG00000152705.8
ENSG00000152749,GPR180,ENSG00000152749.8
ENSG00000152760,DYNLT5,ENSG00000152760.10
ENSG00000152763,DNAI4,ENSG00000152763.17
ENSG00000152766,ANKRD22,ENSG00000152766.6
ENSG00000152767,FARP1,ENSG00000152767.17
ENSG00000152779,SLC16A12,ENSG00000152779.14
ENSG00000152784,PRDM8,ENSG00000152784.16
ENSG00000152785,BMP3,ENSG00000152785.8
ENSG00000152804,HHEX,ENSG00000152804.11
ENSG00000152894,PTPRK,ENSG00000152894.15
ENSG00000152904,GGPS1,ENSG00000152904.11
ENSG00000152910,CNTNAP4,ENSG00000152910.19
ENSG00000152931,PART1,ENSG00000152931.9
ENSG00000152932,RAB3C,ENSG00000152932.8
ENSG00000152939,MARVELD2,ENSG00000152939.17
ENSG00000152942,RAD17,ENSG00000152942.19
ENSG00000152944,MED21,ENSG00000152944.9
ENSG00000152953,STK32B,ENSG00000152953.13
ENSG00000152954,NRSN1,ENSG00000152954.12
ENSG00000152977,ZIC1,ENSG00000152977.10
ENSG00000152990,ADGRA3,ENSG00000152990.14
ENSG00000153002,CPB1,ENSG00000153002.12
ENSG00000153006,SREK1IP1,ENSG00000153006.16
ENSG00000153012,LGI2,ENSG00000153012.12
ENSG00000153037,SRP19,ENSG00000153037.15
ENSG00000153044,CENPH,ENSG00000153044.10
ENSG00000153046,CDYL,ENSG00000153046.18
ENSG00000153048,CARHSP1,ENSG00000153048.11
ENSG00000153060,TEKT5,ENSG00000153060.8
ENSG00000153064,BANK1,ENSG00000153064.12
ENSG00000153066,TXNDC11,ENSG00000153066.13
ENSG00000153071,DAB2,ENSG00000153071.15
ENSG00000153086,ACMSD,ENSG00000153086.14
ENSG00000153107,ANAPC1,ENSG00000153107.13
ENSG00000153113,CAST,ENSG00000153113.24
ENSG00000153132,CLGN,ENSG00000153132.13
ENSG00000153140,CETN3,ENSG00000153140.9
ENSG00000153147,SMARCA5,ENSG00000153147.6
ENSG00000153162,BMP6,ENSG00000153162.9
ENSG00000153165,RGPD3,ENSG00000153165.19
ENSG00000153207,AHCTF1,ENSG00000153207.16
ENSG00000153214,TMEM87B,ENSG00000153214.11
ENSG00000153230,OR14K1,ENSG00000153230.4
ENSG00000153233,PTPRR,ENSG00000153233.13
ENSG00000153246,PLA2R1,ENSG00000153246.13
ENSG00000153266,FEZF2,ENSG00000153266.13
ENSG00000153283,CD96,ENSG00000153283.13
ENSG00000153291,SLC25A27,ENSG00000153291.16
ENSG00000153292,ADGRF1,ENSG00000153292.16
ENSG00000153294,ADGRF4,ENSG00000153294.12
ENSG00000153317,ASAP1,ENSG00000153317.15
ENSG00000153339,TRAPPC8,ENSG00000153339.15
ENSG00000153347,FAM81B,ENSG00000153347.10
ENSG00000153391,INO80C,ENSG00000153391.16
ENSG00000153395,LPCAT1,ENSG00000153395.10
ENSG00000153406,NMRAL1,ENSG00000153406.14
ENSG00000153443,UBALD1,ENSG00000153443.13
ENSG00000153446,C16orf89,ENSG00000153446.16
ENSG00000153485,LYSET,ENSG00000153485.6
ENSG00000153487,ING1,ENSG00000153487.13
ENSG00000153495,TEX29,ENSG00000153495.11
ENSG00000153498,SPACA7,ENSG00000153498.12
ENSG00000153551,CMTM7,ENSG00000153551.14
ENSG00000153560,UBP1,ENSG00000153560.12
ENSG00000153561,RMND5A,ENSG00000153561.13
ENSG00000153574,RPIA,ENSG00000153574.9
ENSG00000153714,LURAP1L,ENSG00000153714.6
ENSG00000153721,CNKSR3,ENSG00000153721.19
ENSG00000153767,GTF2E1,ENSG00000153767.10
ENSG00000153774,CFDP1,ENSG00000153774.9
ENSG00000153779,TGIF2LX,ENSG00000153779.11
ENSG00000153786,ZDHHC7,ENSG00000153786.13
ENSG00000153790,SPMIP4,ENSG00000153790.12
ENSG00000153802,TMPRSS11D,ENSG00000153802.12
ENSG00000153814,JAZF1,ENSG00000153814.13
ENSG00000153820,SPHKAP,ENSG00000153820.13
ENSG00000153823,PID1,ENSG00000153823.19
ENSG00000153832,FBXO36,ENSG00000153832.12
ENSG00000153879,CEBPG,ENSG00000153879.9
ENSG00000153896,ZNF599,ENSG00000153896.19
ENSG00000153898,MCOLN2,ENSG00000153898.13
ENSG00000153902,LGI4,ENSG00000153902.14
ENSG00000153904,DDAH1,ENSG00000153904.21
ENSG00000153914,SREK1,ENSG00000153914.16
ENSG00000153933,DGKE,ENSG00000153933.10
ENSG00000153944,MSI2,ENSG00000153944.12
ENSG00000153975,ZUP1,ENSG00000153975.10
ENSG00000153976,HS3ST3A1,ENSG00000153976.3
ENSG00000153982,GDPD1,ENSG00000153982.11
ENSG00000153989,NUS1,ENSG00000153989.8
ENSG00000154001,PPP2R5E,ENSG00000154001.14
ENSG00000154007,ASB17,ENSG00000154007.7
ENSG00000154016,GRAP,ENSG00000154016.14
ENSG00000154025,SLC5A10,ENSG00000154025.16
ENSG00000154027,AK5,ENSG00000154027.19
ENSG00000154040,CABYR,ENSG00000154040.21
ENSG00000154059,IMPACT,ENSG00000154059.11
ENSG00000154065,ANKRD29,ENSG00000154065.17
ENSG00000154079,SDHAF4,ENSG00000154079.6
ENSG00000154080,CHST9,ENSG00000154080.14
ENSG00000154096,THY1,ENSG00000154096.14
ENSG00000154099,DNAAF1,ENSG00000154099.18
ENSG00000154102,C16orf74,ENSG00000154102.11
ENSG00000154118,JPH3,ENSG00000154118.13
ENSG00000154122,ANKH,ENSG00000154122.14
ENSG00000154127,UBASH3B,ENSG00000154127.10
ENSG00000154133,ROBO4,ENSG00000154133.15
ENSG00000154134,ROBO3,ENSG00000154134.15
ENSG00000154143,PANX3,ENSG00000154143.3
ENSG00000154144,TBRG1,ENSG00000154144.13
ENSG00000154146,NRGN,ENSG00000154146.13
ENSG00000154162,CDH12,ENSG00000154162.15
ENSG00000154165,GPR15,ENSG00000154165.5
ENSG00000154174,TOMM70,ENSG00000154174.8
ENSG00000154188,ANGPT1,ENSG00000154188.10
ENSG00000154222,CC2D1B,ENSG00000154222.15
ENSG00000154229,PRKCA,ENSG00000154229.12
ENSG00000154237,LRRK1,ENSG00000154237.13
ENSG00000154252,GAL3ST2,ENSG00000154252.12
ENSG00000154258,ABCA9,ENSG00000154258.17
ENSG00000154262,ABCA6,ENSG00000154262.13
ENSG00000154265,ABCA5,ENSG00000154265.16
ENSG00000154269,ENPP3,ENSG00000154269.15
